,Date,user_id,comments
10,"November 14, 2004 5:27PM",ghulet,"let's see, sedan, six, no front bumper, in primer, for three grand. uh, no. could be a saver for the right price, but that definitely is not. dump. and someone tell him (and all the other yahoos) that all chevy wheels are not interchangable.

i'm with andre on the chevy versus the plymouth, at least that one's cheap and not been messed with yet, and who else will have one?"
11,"November 14, 2004 7:00PM",fintail,"for 3 grand, scrap that chevy for sure. that's nuts.

the plymouth is a bargain in comparison."
12,"November 15, 2004 7:49AM",1racefan,"agreed - scrap it!!!

""and someone tell him (and all the other yahoos) that all chevy wheels are not interchangable.""

i remember back in the early 90's, those yahoos used to put those same wheels on their lowered s-10 pick-ups."
13,"November 15, 2004 8:52AM",Mr_Shiftright,"well we have to have the rule about paying the asking price because otherwise no one would vote unless they had all kinds of qualifiers on price. we would get bogged down on the car's value, which isn't the question. just about anyone would save anything if the price is low enough.

the point is that by voting junk at the asking price, you are saying that the car is not worth restoring at that price. you are making a judgment basd on the car itself and its worthiness, not just its value.

and that's the exercise i'd like to practice here.

as a compromise, i'll try not (nor should you) to post ads that are ridiculously and obviously overpriced, but rather ads where there is a chance that out of passion or nostalgia or whatever, someone might pay that price.

okay, here's another one coming up!"
14,"November 15, 2004 8:58AM",Mr_Shiftright,"this car has a ""firm price"" on it so no whining andre.

http://www.craigslist.org/pen/car/48862341.html"
15,"November 15, 2004 9:27AM",1racefan,"in the southeast, i see plenty of these ss's that come with a drivetrain and ""decent"" bodies for the same or less money. from my standpoint (and i hate these cars), when i think of an ss monte, the coolest looking ones were the black ones. if i were going to restore one, i would restore one to the color that i think looks best on the car. in this case, the entire interior would have to be gutted as blue/white wouldn't look too good with a black exterior."
16,"November 15, 2004 9:28AM",andre1969,"that one looks like it might have potential, provided the body really is all that the guy is saying. i'm a little leery though, when he mentions the tranny that had been in it, the 700r4. i think it's essentially a thm350 with overdrive, but i don't know if it's a physically bigger tranny than the 350, which may have required cutting into the floorpan and modding the frame to take it.

and it also has junk wheels and tires, so to really get the whole effect, it needs an engine, tranny, and wheels. plus the paint job.

i do like the idea though, of having a decent body to start with, where you can decide what engine and tranny you want to put in. the g-body coupe is actually a pretty hot item among the rodders right now. i believe it's the smallest, lightest body-on-frame car gm has built, so that helps alot with performance. and in general, they're still popular cars anyway, as a lot of people still love the style of them.

so i guess i'd sway towards ""save"" on this one. provided of course, that it's all the seller says it is. and i will admit that i'm a bit biased with these, as i've always loved that platform, and had 3 of them over the years (1980 malibu coupe, 1982 cutlass supreme, 1986 monte carlo)"
17,"November 15, 2004 9:32AM",1racefan,"but notice that the seller says tranny/engine will cost extra. i agree that the body does look pretty good. i would maybe (if i liked these cars) consider $2500 if it came with a drivetrain, and i wasn't that particular about what color it was."
18,"November 15, 2004 9:33AM",Mr_Shiftright,"okay, we have 1 for 1 against.

i'm voting no on this one. he should have thrown in the engine and trans, it's stupid to withold those from the new owner. what i learned from this ad is that you don't ""keep"" part of the project. it's all or nothing!

so it's 1 for, 2 against.

anyone else care to comment on this ""project""?"
19,"November 15, 2004 9:51AM",andre1969,"is actually somewhat the reverse of a car i looked at a few months ago. that car was a 1980 chrysler cordoba ls. it had a drivetrain that had been hopped up pretty nicely...318 out of a '75 dart, with the lean burn swapped out, a torqueflite 727, and a rear-end with suregrip out of a '69 or '70 charger. this sucker sounded beautiful when you fired it up. unfortunately, the body was rusting pretty badly, and these things are unitized, which makes it worse. the soft plastic panels that finished off the rear of the car were shot, and the front-end, which was somewhat reminiscent of edura, was distorted. the interior also needed work. and the brakes were shot. but damn that engine sounded nice!

still, i think i'd rather have a nice, solid body that i could drop an engine into (and chevy 350's are a dime a dozen) than a nice drivetrain that's in a body that might be falling apart in a few years.

i wonder how much he'd sell the whole thing for, with the engine/tranny? only monte ss reference point i've had lately was one that's been for sale at a lot up the street from me, for awhile now. here's a pic of it: http://www.melvinmotors.com/images/vehicles/monte87_burg.jpg
i forgot what they had been wanting for it (i posted it awhile back) but they're down to $5750 now."
20,"November 15, 2004 10:09AM",stickguy,"i vote yes on the ss, although i agree that the price is a bit high, assuming that the body and interior is as nice as presented.

for a project, i would be dropping in a fresh/better/different motor anyway, and body work can get expensive. why pay for a drivetrain you don't want, if it is getting yanked anyway (assuming it would be crap to start with).

i'm not ready yet for a resto project 9and it wouldn't be one of these), but i when i am, i will definitely start with the soundest platform i can, not a cheesey rust bucket.

actually, i want overhaulin to come get my car, although the fact that i am in nj and don't have a bomber to take works against me."
21,"November 15, 2004 10:21AM",Mr_Shiftright,"okay so it's 2 to 2, andre apparently abstaining.

let's get one more vote and then go on to another perhaps from someone else."
22,"November 15, 2004 10:29AM",andre1969,"...abstinence! ;-) i thought you already had me down as a save, shifty?"
23,"November 15, 2004 10:33AM",Mr_Shiftright,"oh, sorreeeeeee...you just aren't assertive enough in these votes, andre. i need you to slam your fist on the table here like you ""mean it"":)

okay, so andre votes save and we'll call it like that.

anyone have an interesting ad, with photos and a price, or if not, i'll post another.

ps: i think that monte is a loser at that price, but oh, well."
24,"November 15, 2004 10:39AM",andre1969,"for car ads? i mainly look at ebay, but how would you determine an asking price for an auction item?"
25,"November 15, 2004 11:55AM",andys120,junk it! they were mediocre cars with mediocre powertrains and blah styling.
26,"November 15, 2004 12:14PM",1racefan,"one neat site is carsinbarns.com, but i haven't figured out how to just post a link for an individual car. most links bring up a whole page of cars."
27,"November 15, 2004 12:37PM",ghulet,"...on craigslist.com, which i just discovered, thanks to someone here (perhaps nippononly?). in any case, lots of fun, another e-timewaster for me. oh, and it has real estate, job listings, and some fairly explicit personal ads, some with photos even. 'nuff said.

i've found that craigslist is an especially good clearing house (in chicago, anyway) for 'distress sale'-type cars. y'know, broke kids with cars they've had since college, now sitting on the streets of chicago, in danger of being towed away because they blew a head gasket or dropped a tranny and the owners can't afford to get them fixed. lots of potentially decent $250 fixer-uppers. of course, with these types of cars and owners, you often don't know what is really wrong with the cars, or what's been neglected, or what's wrong in addition to what the owner discloses, so it's not unlikely you may be stuck with a $200 car that needs $2500 in repairs, only to be worth $1500 in the end.

back on topic. at $2500, it's very hard for me to get excited about a 20 year-old monte clad in primer with no drivetrain. i love the endless 'all it needs is a coat of paint' refrains from those trying to sell what are basically rolling scrapheaps. the interior is not perfect, it's got a trunk full of parts, no factory wheels, no decals and no right side mirror, from what i can tell from four photos. even if restored properly (at which point the new owner would be hopelessly buried), it would never be anything more than a frankenstein. scuh-rap it."
28,"November 15, 2004 12:41PM",lemko,"...on the monte carlo. this was the last generation of the monte carlo i really liked. i would be putting in my own upgraded powertrain as well.

though the vote was junk for the 1954 plymouth, i'd have voted save even at $1,000. the bodies were built by briggs back then and last forever. i've seen these period mopars sit in junkyards for 40 years and the bodies are still intact. though they were dull cars then, they are uncommon enough to be interesting today. my grandfather had the more ungainly 1953 plymouth.

for the 1955 chevrolet, i'd vote junk at that price. first of all, the car is a four-door sedan which isn't the most desirable body style. second, i'd have to undo all the crap he did to the car. third, the old camaro wheels are a clear sign that this vehicle belongs to some mulleted yahoo."
29,"November 15, 2004 1:47PM",andre1969,"to do something similar to that monte with my '82 cutlass supreme. it had a good, sturdy body, but the 231 died around the 73k mark. well, i also had a '69 bonneville, that had a great-running 400 (although it had a voracious appetite for starters) but the body was pretty banged up, and it was just a 4-door hardtop.

i had fantasized about trying to put that 400 in the engine bay of the supreme, but in the end common sense got the better of me, and i got rid of them both. sometimes though, i wish i'd tried it!"
30,"November 15, 2004 3:25PM",jlflemmons,"it was not a good car when new, and has little collectors value. the ss adds a little, but it looks like the numbers will be wrong on the engine/tranny. if all matched and ran, maybe 1500. but still just a $1500 beater, imho.

jim"
31,"November 15, 2004 5:07PM",fintail,"for the money, i'd junk the monte. there's a really nice and well kept one of the same year and colors not too far from me for like $4500. it's money better spent."
32,"November 15, 2004 8:44PM",Mr_Shiftright,"here's one for you to look at and judge:

http://www.craigslist.org/eby/car/49038442.html

ps: if you want to post ebay project cars, pick cars with the ""buy it now price"" and we'll assume that's the price.

for craigslist, you can find project cars by typing ""project"" into the search window.

other sources would be www.traderonline.com, and click on the ""collector car"" tab. you can assume that the asking price is the price.

trick is to pick projects that are kind of borderline, so that we will actually have to give it some consideration. cars that are 99% done or 99% trash aren't as much fun.

i'll throw this one is as a joke. don't vote on it unless you are really crazy.

http://www.craigslist.org/eby/car/48959970.html"
33,"November 16, 2004 5:32AM",1racefan,"my buddy just bought this same year/model with 93,000 miles on it for $3500. car was really sound mechanically, and the body was really good, but the paint was faded.
i have said scrap the other cars so far, but i will go out on a limb here and say keep this one. if and i say if you are willing to dig thru junk yards and spend time on the internet looking for good, inexpensive replacement parts, and if you have the mechanical ability to replace and fix most of this cars problems, you could probably get enough use out of this car to justify the amount of $ you put into it. on these older luxury cars a lot of times you can really be taken to the cleaners on something as simple as a replacement power seat motor. however, if you are not in a rush to restore it, and can take the time to search for good, inexpensive replacement parts, it might be worth it."
34,"November 16, 2004 7:19AM",andre1969,"the lexus. if it would start up and run, i'd take the chance, but that's the one thing that worries me. i could deal with the body damage, and even the torn interior. but the not-starting thing is the killer, for me at least. and i'm imagining that this thing is not like that monte, where replacement engines and trannies are a dime a dozen!

scrap the buick, too. i'd actually like to see something like that be saved, because i know they have to be really rare by now, but i'm not gonna be the one to put my money up for it!"
35,"November 16, 2004 7:23AM",fintail,"i don't know about the lexus...depends on why it doesn't run. you can get a worn but roadworthy one for the cost of a few repairs on that one plus the asking price, so it's hard to say. if it needs any significant engine work....scrap it."
36,"November 16, 2004 8:40AM",Mr_Shiftright,"seem to me that if the lexus ran it would say so. i'm very suspicious of the ad on that basis. what does it take to slap on a pair of battery cables?

i'm with andre on this one, scrap it.

in fact, even for free this car would not be worth the trouble to re-hab, based on the premise that it isn't going to run very easily, that it will need some digging into.

so based on how it sits and the price on it, i don't personally see the point of fixing it.

the buick goes without saying. if this were a very rare piece of american history, sure, but really you can buy cars like this ready and running for under $20,000. might be worth saving the motor and trans, however, if they aren't rusted into oblivion. also you can use a few body parts as models to re-make panels on a nice car that might have something missing."
37,"November 16, 2004 8:51AM",seminole_kev,"real iffy to me. if it was something simple like a starter, or if it cranked over but didn't start, maybe but if your iffy up front about it, that ain't a good sign.

i say scrap."
38,"November 16, 2004 8:54AM",andre1969,to swap a chevy 350 into one of these? ;-) is that as sacreligious as when you do it to a jag?
39,"November 16, 2004 9:06AM",lemko,"...on the lexus until i went back and read the ""won't start"" part. it could be something as simple as replacing the battery or starter or it could be something as sinister as a seized engine. the ad is too vague. i could deal with the body damage and torn interior as the car would make a pretty good beater car. i'd say ""junk"" due to the vehicle's inability to start and fierocious expense to get it back into operating condition."
40,"November 16, 2004 9:42AM",Mr_Shiftright,"besides, they are complex and expensive cars to fix.

okay, here's another one: this could be tough to figure, but give it a try.

http://www.craigslist.org/nby/car/49079594.html"
41,"November 16, 2004 11:27AM",seminole_kev,"at $7,500, i walk. '58 isn't near as popular as the 55-57's and for $7,500 i think i could do better than a project car. i think i have some sort of mental block about spending much more than 4 grand on a project or ""tinkering"" car."
42,"November 16, 2004 11:47AM",lemko,...the car has too many mods to restore it back to original condition. looks like an aborted street rod project.
43,"November 16, 2004 11:54AM",1racefan,"i love the way the seller photographed it wet to make it look ""extra shiney""."
44,"November 16, 2004 11:55AM",Mr_Shiftright,"what's a fully done, non-stock '58 chev impala street rod worth anyway?

hard to say because modded cars are valued mostly on the quality of the work.

but let's figure $12,000-$15,000 for a real nice job.

can you get from this to that with this project car for $7,500??"
45,"November 16, 2004 12:04PM",andre1969,"but i don't know at this point. i do remember, for a brief moment in the late 80's or early 90's, '58 impalas were actually commanding a higher price than '57 bel airs! or maybe that was just the convertible?

aah, what the hey. i'm gonna go out on a limb and vote save. i've always liked the '58 impala, even as a little kid. always preferred it to the '55-57 chevies."
46,"November 16, 2004 1:25PM",shiphro,"i'm not in a position right now to have a 'project' car. i will be in a few years and i'll have a tough decision to make.

but here in the northeast, old american iron is hard to come by. road salt, rain and limited space have worked together to destroy almost everything older than 15 years or so. around here a fiero is a classic collectible.

so even something as 'plebian' as a '58 (not '57? gasp) chevy could turn a lot of heads if it was cleaned up.

save it."
47,"November 16, 2004 1:26PM",gsemike,"i've always loved this car since american grafitti but it is a lesser can than 55 to 57. this seller has done some nice work already but there is still a long way to go. i'd vote walk at $7500. notice that there are no pictures of the interior or floor?

i'd put the higher and at $20k for this, but it would be cherry for that much."
48,"November 16, 2004 3:25PM",bumpy,"i think the real warning flag on that lexus is the ""theft recovery"" tag, which equals curb-jumping, cop-chased joyride and all the myriad little gremlins that come with that. i wouldn't touch it unless i had another one on hand to use as a parts car (or vice versa).

http://cgi.ebay.com/ebaymotors/ws/ebayisapi.dll?viewitem&rd=1- &item=4502397688&category=6251&sspagename=wdvw

i think this one is worth saving, depending on the reserve ($1000 or maybe as high as $1500 if it is as rust-free as the arizona locale implies). the true wideside bed has to be pretty rare on a pre-1960 gm truck. i'm tempted to bid on this one myself, put in the muncie 318 it probably had to begin with, and drop in a gmc 305 v6 if it would fit. sadly, i don't have anywhere to keep it out of the weather long enough to finish the 3-4 other projects i have lined up already."
49,"November 16, 2004 3:45PM",andre1969,"on that '59 gmc pickup. however, i would ditch that s-10 frame that comes with it! the idea of putting a full-sized pickup from an era when before they learned how to roll paper-thin sheetmetal down on the frame of a compact truck that probably has the gvwr of a modern 4-cylinder accord just doesn't set too well with me!

as for theft recovery, i was a little leery of that, too. one of the biggest pos's i had was a 1988 chrysler lebaron turbo...a car that had been stolen several times while in my (well actually my ex-wife's) possession. i've often wondered if one reason it crapped out so badly later in its life was the joyrides?"
50,"November 16, 2004 5:41PM",ghulet,"er, well, potentially nice, but a good low-rust beginning, anyway. of course, we don't know the reserve, so this candidate really isn't quite 'fair'. anyway, i vote 'save'.

here we go again with the interchangable chevy wheels: note the early '70s chevelle/nova wheels attached to that s-10 frame! oh, when will it end?"
51,"November 17, 2004 7:51AM",gsemike,"http://cgi.ebay.com/ebaymotors/ws/ebayisapi.dll?viewitem&cate- gory=6427&item=4504928095&rd=1

buy it now price is $2800. i saw walk.

i appreciate the sellers forthrightness about the condition. his diatribe is actually a little amusing.

he doesn't know the milage, has that cheeso rear hatch and an 88 t/a isn't that collectible to begin with. this car in great shape and about 100,000 miles is worth 5 grand if you find a loyalist. it's also not a good sign that the seller is running a trans am junkyard out of his driveway besides.

tell me what you think."
52,"November 17, 2004 8:09AM",1racefan,"car is rusting on the exterior, plus it is in illinois so it is probably rusting underneath too. for what he is asking, and what it would cost to restore, i would get a more desirable year."
53,"November 17, 2004 8:13AM",andre1969,"maybe pull out the engine and tranny, and put it in that monte carlo shell that shifty posted earlier! or that '59 gmc pickup...

but as far-gone as that body is, it's time to scrap. it's just too easy to find one of these that's still rust-free. and the rust on that one looks terminal!"
54,"November 17, 2004 8:54AM",stickguy,"thumbs down on the ta. looks like a total money pit, and even if it was perfect, not desirable."
55,"November 17, 2004 9:43AM",lemko,the trailer parks are saturated with this kind of rubbish. i could see if the car was a 1969 model or an early '70s model with the 455
56,"November 17, 2004 9:47AM",Mr_Shiftright,to the shredder. the car is worth about $150.
57,"November 17, 2004 9:49AM",Mr_Shiftright,"okay here's a project for you mopar-ians.

http://www.craigslist.org/eby/car/49278139.html

thumbs up or thumbs down?"
58,"November 17, 2004 9:52AM",seminole_kev,"while i wouldn't mind having a restored one of those, man.....that looks like a $500 car to me. at the price he wants, in that condition....i'd walk away......quickly."
59,"November 17, 2004 9:57AM",1racefan,"i have to agree. i love the car itself, but just in too rough of a condition for the price he is asking. the rust kills it. i'd walk."
60,"November 17, 2004 10:04AM",gsemike,"it may not even be salvagable. i saw an episode of monster garage where boyd's boys pulled at 56 chevy out of the scrap yard. it looked ok from far, but when they disassembled it, it was so far gone that it went right back where it came from."
61,"November 17, 2004 10:23AM",lemko,...i'd love to have a 1957-58 chrysler but this one is too far gone. rust was the achille's heel of these mopars.
62,"November 17, 2004 10:42AM",andre1969,"as the '57-58 chrysler and desoto, on the 126"" wheelbase, are my favorite cars of all time. but even i'd have to let that one pass at that price.

i'd have to actually see pics of the quarters, rocker panels, and floors to really make a decision though.

if it was a new yorker or desoto firedome/fireflite instead of just a windsor, then it would be a no-brainer for me, and i'd vote save in a heartbeat. but it's just a poly-head and not a hemi, like those other cars would have. and those others were more likely to have the 3-speed torqueflite, whereas this thing, along with the desoto firesweep, most likely just had a 2-speed powerflite. i could be wrong on that one, though.

and it's a shame that some of the body parts that don't look rusted out, like the hood, driver's side door, and front bumper are still damaged."
63,"November 17, 2004 10:52AM",Mr_Shiftright,"i'd vote scrap because the car is too far gone and isn't an interesting model anyway.

okay, how 'bout something a bit more hopeful? these old wrecks are getting depressing.

remember though you have to pay the asking price:

http://www.craigslist.org/eby/car/49236168.html"
64,"November 17, 2004 10:55AM",andre1969,you follow up my favorite mopar of all time with my favorite caddy of all time! i'm going to tell common sense to take a flying leap and vote save on this one! i can even do with the earl sheib paintjob!
65,"November 17, 2004 11:04AM",1racefan,"61 was the year of the restyle. this one looks pretty good. i think there were @16,000 of these 2 door hardtops made that year. looks like this one is missing the fender skirts and 2 hubcaps from a cosmetic standpoint."
66,"November 17, 2004 11:09AM",Mr_Shiftright,"yep, color's wrong and the transmission is probably toast. if it was a simple leak, why not fix it? probably front pump, etc. etc.

this one is very edgey at the price because you can buy 'em pretty nice for $6,500. so facing the removal of that ghastly paint job and possible trans overhaul and all that, this is obviously a car you are just gonna buy and drive around while people make fun of it.

so i'd vote tentative save with the qualifier that you do not attempt a restoration, otherwise, part it out to restore a more worthy convertible. i assume lots of chrome goodies and interior switchgear, etc. is interchangeable...or if you need an engine or trans core to rebuild."
67,"November 17, 2004 11:10AM",andre1969,by that caddy. where is san leandro? anywheres near san andreas? ;-)
68,"November 17, 2004 11:11AM",Mr_Shiftright,south of san francisco a little ways.
69,"November 17, 2004 11:20AM",andre1969,"i want it! last time i saw a '61-62 coupe deville for sale around here, i think it was more like $10k+, unless it was a total basket case."
70,"November 17, 2004 11:24AM",1racefan,"it would look good with a set of gold wire wheels, a hydraulic suspension, tinted windows and blue neon underneath - fo shizzle!!!"
71,"November 17, 2004 11:29AM",andre1969,how much it would cost to ship that sucker to maryland?
72,"November 17, 2004 11:45AM",seminole_kev,"if there's not a lot of hidden rust, interior is decent, and it runs......i'll vote save on the caddy."
73,"November 17, 2004 11:51AM",stickguy,"probably about $650-$750 ??

i don't care for the caddy myself, but it certainly looks/sounds nice enough to save, although the correct price isn't something i would have any idea about. but, for a collectible/classic/funky old car, $3,500 doesn't sound like much money at all, and you really can't get too buried in it (not like paying $12,000 for a 2k car).

if you really want it (like andre), and plan to keep it, overpaying by a few bucks ain't the worst thing in the world."
74,"November 17, 2004 12:13PM",lemko,"shoot, maybe i'll go for it! that god-awful paint job has to go! ugh, what was he thinking? transmission isn't a problem. a good friend of mine owns a transmission shop and would cut me a break."
75,"November 17, 2004 12:17PM",andre1969,"that's still pretty reasonable. last time i took the intrepid in for a tranny service, it came out to a whopping $79. and the guy actually apologized for the high price! in comparison my '79 nyer was $65, but the intrepid takes a special type of fluid that's more expensive.

i would loooove something like that '61 caddy, but i'm wondering if i should hold out for a convertible?"
76,"November 17, 2004 12:27PM",gsemike,"for $3500, that ride is sweet. end of story. i'd never be able to park it in queens, but otherwise, i love it. put it this way, for $3500, what is better: the caddy or a 98 contour?"
77,"November 17, 2004 2:11PM",stickguy,"andre: you already have a full size convert though. or would yo uget the caddy and replace some of hte other old iron?

if i get a toy, it will be a convertible, but i do recognize that the fixed roof models will generally be cheaper to buy and own,, and probably less problematic (and chaeper to restore)."
78,"November 17, 2004 2:24PM",bumpy,"i don't mind the paint job on the caddy so much. it's gaudy, but so is the rest of the car. $3500 isn't bad for a '61 that's not a beater, so i say keep it."
79,"November 17, 2004 5:22PM",ghulet,"yes, keep it. this car doesn't look like a basket case, which is usually what $3500 will buy you in an early '60s cadillac. that price is basically a bargain unless it's hiding some serious faults.
can't tell if this one is the series 62 (base, power windows and seat optional) or the coupe de ville (both standard, not much difference otherwise)."
80,"November 17, 2004 6:42PM",Mr_Shiftright,"is this cool or what?

http://irobotnik.com/content/images/citroen_robot.jpg"
81,"November 17, 2004 7:14PM",ghulet,"....you know the song ('more than meets the eye, robots in disguise')."
82,"November 17, 2004 7:16PM",andre1969,;-)
83,"November 17, 2004 7:17PM",andre1969,"i was kinda partial to voltron, myself!"
84,"November 17, 2004 9:00PM",bumpy,"mazda rx-8?
http://www.mazdausa.com/musaweb/na_autoshow/frameset.html

you can even get the toy for about $20 (although the red one is a jdm exclusive).
http://www.binalternators.de/meister_english.html

here's the citroen ad:
http://uk.download.yahoo.com/ne/fu/oa/eurcncs185030.mpg

and a little article about it:
http://www.carpages.co.uk/citroen/citroen_c4_13_11_04.asp?switche- d=on&echo=474927185"
85,"November 18, 2004 7:58AM",Mr_Shiftright,"awwww, i thought it was real! wouldn't you just love to see the look on a meter maid's face when you hit the ""go"" button?

okay, next project car for your consideration:

http://www.craigslist.org/sby/car/49367568.html"
86,"November 18, 2004 8:02AM",andre1969,"i'd definitely vote ""save"" for it, but then i'm also partial to old limos, hearses, and the like. even if i could never get my money out of it, i think it would be fun.

now not fun in a ""performance"" sort of way, that is! in '79 these things came with a 166 hp 400 (unless they held over some 460's for limo use). now my friend says my '79 nyer 360-2, which is hardly a rocket, will walk his '78 mark v with a 460-4 like a dog, so i have a feeling that this much heavier, much more emasculated limo would probably set new records for the quarter mile! new low records, that is! ;-)"
87,"November 18, 2004 8:18AM",gsemike,"in great shape, i don't think this would be worth 5 grand. unless your next stop is pimp my ride, i don't see a great deal of potential here."
88,"November 18, 2004 8:33AM",1racefan,"can't see that this thing would be all that fun to drive. if i was going to restore a car, i would at least want it to be fun to drive."
89,"November 18, 2004 8:43AM",Mr_Shiftright,"you could live in it, maybe even rent out part of it to cover the loan"
90,"November 18, 2004 8:45AM",1racefan,you could use it to drive drunks to the old disco on saturday nights - to give them the full 70's effect. $25 per person for a round trip...
91,"November 18, 2004 9:04AM",Mr_Shiftright,maybe if we tile the floors...yuck!
92,"November 18, 2004 9:38AM",gsemike,"http://cgi.ebay.com/ebaymotors/ws/ebayisapi.dll?viewitem&cate- gory=6164&item=4505392801&rd=1

here is an interesting one. this doesn't have a buy it now price, so let's call at $4,000.

the chevelle is a little less off the beaten path than some of these other cars discussed here. there is a big market for these cars. the ss350 is less desirable than the big blocks but is still valuable and desirable in good shape.

unfortunately, the seller is short on details here. the stripe isn't factory but this does have some signs that it's authentic such as the dash and emblem on the rear bumper (1972 only). the wheels are 72 ss also although they did come in later cars. most people doing a fake usually don't bother with the dash. do the numbers match??? probably not.

being that the interior is nice, if the engine does run strong, i'd say it's ago for $3,500 to $4,000. could be a big mistake once you see it up close, but just judging from what's here."
93,"November 18, 2004 9:41AM",seminole_kev,"price isn't too bad, but i just have absolutely no interest in that car, so i have to vote scrap out of sheer disinterest alone.

*edit - this was concering the lincoln limo."
94,"November 18, 2004 9:48AM",andre1969,"on the chevelle, although it really doesn't interest me. i think it's probably worth it, but when it comes to cars like this, i'd rather have a cutlass 4-4-2 or a buick gran sport. or a gto. or a '68-69 chevelle ss."
95,"November 18, 2004 9:49AM",1racefan,"in 72, you could get the ss package added to any v8 model. that means even the 307 that was rated at @130hp (going from memory) that year could come with the ss designation. in my opinion, this kind of made the ss designation not quite as special as it was in years past. however, you could pick this one up for 4 grand, put a paint job on it and drive it around. i would say keep it."
96,"November 18, 2004 9:50AM",seminole_kev,"ok, assuming your $4000 price, no major rust, runs like he says, and if (big if) this is an actual ""ss"".......i say save. i'd be interested in it despite the current paint(s)."
97,"November 18, 2004 10:07AM",seminole_kev,anybody now many ss models were made in '72? i've got no idea.
98,"November 18, 2004 10:54AM",1racefan,"5,333 of the ss 454's - i don't know production #s for the other engines. but like i said earlier, by 72 you could get the ss package added on any of the v8 models. i think there was a 307, 350, 396 (i think), and 454."
99,"November 18, 2004 11:38AM",lemko,"...on both the limo and the chevelle. the lincoln definately needs a new top and perhaps a paint job, but the interior looks good.

the chevelle is hardly my kind of car, but i can think of plenty of people who'd be interested in such a vehicle."
100,"November 18, 2004 12:09PM",jlawrence01,that chevelle is right down the street from me. too much money for me!
101,"November 18, 2004 12:35PM",gsemike,seriously right down the street from you??? i was just making a guesstimate on the price. tell us the true story of the car that the pictures won't tell. this should be interesting for those of us that always wonder about ebay cars!
102,"November 18, 2004 1:44PM",jlawrence01,i ahven't seen the vehicle. i was just surprised that it was in the next suburb of chicago.
103,"November 18, 2004 2:02PM",Robberbarron,i'd save the lincoln... especially in california. it'd make a funky and probably profitable ride for a limo service.
